"Business Objects for: "	Lead and Opportunity Management
"UML Type"	"Business Object"	"Supertype"	"Attribute"	"Description"	"Data Type"
Class	BankingProduct	FinancialInstrument	""	"A contract that gives rise to a financial asset of one entity and a financial liability or equity instrument of another entity. (IFRS). https://www.iasplus.com/en/standards/ias/ias32#:~:text=Key%20definitions%20%5BIAS%2032.11%5D,equity%20instrument%20of%20another%20entity. . Financial instruments are financial contracts of different nature made between institutional units. These comprise the full range of financial claims and liabilities between institutional units, including contingent liabilities like guarantees, commitments, etc. (ISO 10962). "	""
Class	Service	""	""	"An exposed function (an externalized functionality) that is able to deliver a certain value/benefit (a proposed definition adapted from Archimate).. . A unit of functionality that a system exposes to its environment, while hiding internal operations, which provides a certain value (monetary or otherwise). . . . Comment:. . A Service is something that is done by an actor for the benefit of an actor in the environment.. . A system is the broad sense of the word. Means Business Service, Application Service, Technology Service, "huppeldepup" Service.  . . . Characteristics of a service:. . A system (The Service Domain). Functionality is exposed (Action Term). It provides a certain value (monetary or otherwise) . . . Exposing functionality means that the internals of realizing the service is hidden for the beneficiary of the Service..  . . . In BIAN a "Service Operation" is visualized as a "Business Service" , the "System" refers to the  "Service Domain"  . . The name of a Service Operation is composed of an "Action Term" + "Subject Matter" which is the "Control Record" or the "Behaviour Qualifier".. . . Service is the intangible equivalent of a good. (ISO20022). . . A type of economic activity that is intangible, is not stored and does not result in ownership; a service is consumed at the point of sale (FIBO & Business Dictionary)"	""
Attribute	Service	""	ServiceName	""	Name
Attribute	Service	""	ServiceDescription	""	Text
Attribute	Service	""	ServiceType	""	ServiceType
Class	Service	Feature	""	"a distinctive attribute or aspect of something."	""
Class	LimitArrangement	""	""	"An arrangement to limit something. e.g., the number of transaction per week, the amount of money allowed to withdraw per week/day and etc. "	""
Attribute	LimitArrangement	""	LimitType	"Nature of the limit."	LimitType
Attribute	LimitArrangement	""	LimitCurrency	"Currency unit used to specify the limit amount. (ISO20022)"	CurrencyCode
Attribute	LimitArrangement	""	LimitValidityPeriod	"Period at which the limit is effective. (ISO20022)"	DateTimePeriod
Attribute	LimitArrangement	""	LimitAmount	"Amount of money of the limit, expressed in a currency. (ISO20022)"	Amount
Attribute	LimitArrangement	""	LimitStatus	"Current status of the limit."	LimitStatus
Attribute	LimitArrangement	""	LimitRate	"Specifies that the limit is a percentage of a related amount. (ISO20022)"	Rate
Attribute	LimitArrangement	""	LimitFrequency	"Specifies the periodicity linked to a limit for example the periodicity can indicate that the limit can be reached daily or monthly. (ISO20022)"	Frequency
Class	LimitArrangement	MarketOrderArrangement	""	"An arrangement within the market order agreement like security trade arrangement, clearing and settlement arrangement, limit arrangement , etc. "	""
Class	LimitArrangement	InvestmentAccountArrangement	""	""	""
Class	LimitArrangement	LoanArrangement	""	"An arrangement defining the applicable features for a loan account agreement. . "	""
Class	LimitArrangement	TermDepositArrangement	""	"An arrangement defining the applicable features for a Corporate Deposit Agreement. . . "	""
Class	LimitArrangement	SavingsAccountArrangement	""	"An arrangement defining the applicable features for a savings account agreement. . . The arrangement type is one of those possible/mandatory for the sale of a savings account product. The actual arrangements are a selection of those offered under the savings account product. "	""
Class	LimitArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	LimitArrangement	ProductSalesArrangement	""	"An arrangement within the product sales agreement"	""
Class	Arrangement	""	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Attribute	Arrangement	""	ActionType	""	ActionType
Attribute	Arrangement	""	ArrangementStartDate	""	DateTime
Attribute	Arrangement	""	ArrangementEndDate	""	DateTime
Attribute	Arrangement	""	ArrangementStatus	"A characteristic of arrangement which refers to the LifecycleStatus of arrangement (e.g., requested, proposed, offered, accepted, cancelled, terminated, fulfilled, etc.)"	ArrangementLifecycleStatus
Class	CurrentAccountAgreement	""	""	"An agreement between bank and customer/client which regulates arrangements, terms and conditions for daily banking transactions as offered as services in the current account product. . "	""
Class	CurrentAccountAgreement	Agreement	""	"A formal or informal common understanding between two or more (legal competent) parties concerning one or more subject matters expressed in a set of arrangements, terms and conditions. (adapted from Legal System and FIBO) "	""
Class	Agreement	""	""	"A formal or informal common understanding between two or more (legal competent) parties concerning one or more subject matters expressed in a set of arrangements, terms and conditions. (adapted from Legal System and FIBO) "	""
Attribute	Agreement	""	AgreementSignedDate	"Date on which the agreement was signed by all parties. (ISO20022)"	Date
Attribute	Agreement	""	AgreementType	"Specifies the category of agreement. Agreement type is very often referred to product. But, the term product does not cover all kinds of agreements. An Agreement can be subtyped from the perspective of various aspects of interest. One can classify the agreement from the perspective of format type (e.g., verbal agreement, written agreement). Other one can classify agreement based on duration like short-term agreement or long-term agreement."	AgreementType
Attribute	Agreement	""	AgreementValidityPeriod	"Period during which the agreement is valid. "	DateTimePeriod
Attribute	Agreement	""	AgreementVersion	""	String
Attribute	Agreement	""	AgreementStatus	"A characteristic of agreement which refers to the LifecycleStatus of agreement (e.g., potential, offered, confirmed, completed, signed, terminated)."	AgreementLifecycleStatus
Attribute	Agreement	""	AgreementSubjectMatter	""	String
Attribute	Agreement	""	AgreementIdentification	"The identifier of agreement like Agreement Number, Contract Number, Contract Registration Number, etc. "	Identifier
Attribute	Agreement	""	AgreementDate	"A characteristic of agreement which refers to 1) LifecycleDate of agreement (e.g., SignedDate, TerminatedDate, FulfilledDate) OR 2) ArrangedDate of agreement (e.g., StartingDate, EndingDate, ValidityPeriod, EffectiveDate)."	DateTime
Class	CurrentAccountArrangement	""	""	"An arrangement within the current account agreement"	""
Class	CurrentAccountArrangement	Arrangement	""	"An agreed commitment to perform actions that meet obligations under an agreement"	""
Class	CurrentAccountProduct	""	""	"A Banking Product that is meant for day to day payment services.. A type of payment account that enables the consumer to place funds, withdraw cash and execute and receive payment transactions to and from a third party. (Adapted from PSD)"	""
