"Business Objects for: "	Fraud Diagnosis
"UML Type"	"Business Object"	"Supertype"	"Attribute"	"Description"	"Data Type"
Attribute	PaymentInstruction	""	PaymentInstructionDirectionType	"A classification of an instance of a payment instruction as an inbound or outbound payment."	String
Attribute	PaymentInstruction	""	PaymentInstructionType	"Classification of a payment instruction according to the arrangement type that made it possible/generated it. . There are several ways a payment instruction can be created. - as a consequence of the fulfillment of an arrangement ("a "xxx-FulfillmentEvent" (a standing order instruction is also the fulfillment of an arrangement). - as an instruction given by a customer (made possible by a payment service arrangement), e.g. a credit transfer, a card payment, a withdrawal, a deposit, a direct debit instruction."	String
Attribute	PaymentInstruction	""	PaymentInstructionRequestedMechanism	"The payment system requested to be used in a payment instruction."	String
Attribute	PaymentInstruction	""	PaymentInstructionDateTime	"Type of critical dates of a payment transaction executed by the payment order like RequestedExecutionDate."	String
Class	PaymentInstruction	MoneyTransferInstruction	""	"Instruction to execute a payment from a payer to a payee"	""
Class	PaymentInstruction	Instruction	""	"A request to do something. "	""
Class	PaymentInstruction	FinancialInstruction	""	"An instruction to do something expressed in an amount of money."	""
Class	RepaymentArrangementFulfillmentEvent	""	""	"The fulfilment of a repayment arrangement.. "	""
Class	PaymentTransaction	""	""	"An act, initiated by the payer or payee, of placing, transferring or withdrawing funds, irrespective of any underlying obligations between the payer and payee (a proposed definition for BIAN BOM adapted from PSD). . "	""
Attribute	PaymentTransaction	""	PaymentTransactionType	""	PaymentTransactionTypeValues
Attribute	PaymentTransaction	""	PaymentTransactionAmount	""	PaymentTransactionAmount
Attribute	PaymentTransaction	""	PaymentTransactionIdentifier	"An identifier that allows to uniquely refer to a Payment Transaction."	String
Attribute	PaymentTransaction	""	PaymentTransactionUsedMechanism	"The payment mechanism the bank decides to use in the transaction to execute a payment instruction "	String
Attribute	PaymentTransaction	""	PaymentTransactionDateTime	""	PaymentTransactionDateTime
Attribute	PaymentTransaction	""	PaymentTransactionPurpose	""	String
Attribute	PaymentTransaction	""	PaymentTransactionStatus	""	String
Attribute	PaymentTransaction	""	PaymentTransactionAppliedFee	""	PaymentTransactionAppliedFee
Attribute	PaymentTransaction	""	PaymentTransactionCurrency	""	PaymentTransactionCurrency
Class	PaymentTransaction	MoneyTransferTransaction	""	"Transfer of money between two parties and/or accounts"	""
Class	PaymentTransaction	Transaction	""	"A planned or performed action in the context of concluding or fulfilling an agreement. . . Act to do something."	""
Class	PaymentTransaction	FinancialTransaction	""	"A transaction that changes the financial position (the status of the finances) of involved party.. "	""
Class	Account	""	""	"A measuring state on which movements in value or amounts of assets, rights and obligations are registered.. . Comment: . It is a bookkeeping instrument holding the amount or value of something by registering the movements in plus and min when events happen which have an impact on the position.. The term "account" is usually associated to an accounting or bookkeeping concept to hold the financial or stock state of a business concept. An account will typically group the debit and credit entries for a specific aspect of the business resulting from transactions,. Often accounts are represented as a T-account which is a visual aid used to depict an account. Above the top portion of the T would be the account title. On the left-side of the base of the T would be any debit amounts; on the right-side would be the credit amounts.. A commonly used bookkeeping method is the double-entry method. This means that every transaction has at least 2 movements. If a customer pays 100 € in cash, there is. a decrease in the amount that the customer owes to the company (the customer position is decreased). an increase in the amount that the company has in cash (the cash position is increased). . An account can be assigning to one or more ledgers. A ledger is a group of accounts for a certain purpose. If there is need for multiple ledgers because of multiple purpose, an account can perfectly well assigned to multiple ledgers. When Ledgers are in real physical books, this is not possible. When ledgers are digital, accounts can be grouped into multiple groups at the same time. This practice is very rarely taught into courses for accounting, but in digital accounting, it is common practice.. . Examples: . stock account of a shop, cash register, bank account, financial accounting account, customer account, supplier account, .... Bank Account BE12 1234 5678 9012: is an individual banking account. Accounts Payable, is a collective account keeping the balance of the amounts to pay by the organisation to its suppliers. The balance is the result of the financial movements related to suppliers. This account is managed usually in a General Ledger . Supplier Account X, is an individual account keeping the balance of the amounts to pay by the organisation to an individual supplier. The balance is the result of the financial movements related to an individual supplier. This account is managed usually in a sub-ledger.. Stock Account x, is an individual account keeping the balance of the amounts in stock of a specific good.. A payment service to take fund out of an account. "	""
Attribute	Account	""	AccountStatus	"A characteristic of account which refers to the LifecycleStatus of account like opened, closed, blocked, etc."	String
Attribute	Account	""	AccountIdentification	"The identifier of account like Account Number."	AccountIdentification
Attribute	Account	""	AccountDate	"A characteristic of account which refers to LifecycleDate of account (e.g., ClosingDate, OpeningDate, LiveDate, etc.) "	AccountDate
Attribute	Account	""	AccountType	"Specifies the category of account like payment account, loan account, cash account, securities account, etc. "	AccountType
Attribute	Account	""	AccountPurpose	""	Text
Attribute	Account	""	AccountBalance	"The state of the obligations managed on the account, the result of all entries on the account.. . Numerical representation of the net increases and decreases in an account at a specific point in time. (ISO20022). . Banking: Amount available in an account for withdrawal or use.. Read more: http://www.businessdictionary.com/definition/balance.html. . Bookkeeping: Difference between the debit and credit sides of an account.. Read more: http://www.businessdictionary.com/definition/balance.html"	AccountBalance
Attribute	Account	""	AccountCurrency	""	AccountCurrency
Attribute	Account	""	AccountDescription	"A detailed explanation or commentary of account. . "	Text
Class	Account	Log	""	"A record of events/entries.. "	""
Class	CardPaymentTransaction	""	""	"A payment transaction initiated by a payment card. . . 'Card-based payment transaction means a service based on a payment card scheme's infrastructure and business rules to make a payment transaction by means of any card, telecommunication, digital or IT device or software if this results in a debit or a credit card transaction. Card-based payment transactions exclude transactions based on other kinds of payment services. (PSD)"	""
Attribute	CardPaymentTransaction	""	CashBackAmount	"Amount added to the total price of the transaction and received in cash by the customer. (ISO20022)"	String
Attribute	CardPaymentTransaction	""	MerchantLocation	"Place where the merchant actually performed the transaction. (ISO20022)"	String
Attribute	CardPaymentTransaction	""	DebitCreditDirection	"Specifies the direction of a payment. (ISO20022)"	String
Attribute	CardPaymentTransaction	""	TransactionChannel	"Identifies the type of the communication channels used by the cardholder to the acceptor system. (ISO20022)"	String
Attribute	CardPaymentTransaction	""	PointOfInteraction	"Describes the Point of Interaction through which the payment by card was initiated. (ISO20022)"	String
